class,normal,anomaly,handwrite,std,avg,ssim,powerspectrum,cross_correlation,Spectral Features,Spectral Centroid,Spectral Bandwidth,Spectral Flatness,Spectral Roll-off,RMS (Root Mean Square),Wavelet Transform,method
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0011_car_B1_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0011_car_B2_spd_34V_mic_1.wav,,0.034032542,3.1757355e-07,,222.377,,"1314.821352098688, 1749.9157938522726, 0.011081662960350513, 2937.6246675531916",1314.821352098688,1749.9157938522726,0.011081663,2937.6246675531916,0.033042137,2164.0627,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0012_car_B1_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0012_car_B2_spd_34V_mic_1.wav,,0.03592797,7.287661e-07,,247.83725,,"1334.9397469955761, 1690.4722743050302, 0.012385828420519829, 2868.5380651595747",1334.9397469955761,1690.4722743050302,0.012385828,2868.5380651595747,0.03441488,5043.995,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0013_car_B1_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0013_car_B2_spd_40V_mic_1.wav,,0.02272902,-1.2113253e-06,,99.18882,,"1436.3329190292152, 1870.8810897066767, 0.014398242346942425, 3352.040392287234",1436.3329190292152,1870.8810897066767,0.014398242,3352.040392287234,0.022236368,615.2145,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0014_car_B2_spd_40V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0014_car_B2_spd_31V_mic_1.wav,,0.019138485,1.4746984e-06,,70.326065,,"1592.412385547936, 1787.630142827289, 0.020998315885663033, 3420.2750997340427",1592.412385547936,1787.630142827289,0.020998316,3420.2750997340427,0.018638097,799.6206,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0015_car_B2_spd_40V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0015_car_B2_spd_34V_mic_1.wav,,0.024204196,4.328092e-07,,112.48189,,"1256.2519406137, 1712.8027796444787, 0.00861448422074318, 2761.303191489362",1256.2519406137,1712.8027796444787,0.008614484,2761.303191489362,0.023876296,1036.7958,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0016_car_B2_spd_40V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0016_car_B2_spd_34V_mic_1.wav,,0.02930806,-6.6185e-07,,164.92075,,"1160.2131187413113, 1638.593633737786, 0.007619973737746477, 2412.857380319149",1160.2131187413113,1638.593633737786,0.0076199737,2412.857380319149,0.028383423,1448.0593,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0017_car_B2_spd_40V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0017_car_B2_spd_40V_mic_1.wav,,0.021471662,3.5921732e-07,,88.51819,,"1327.07195175022, 1795.324257612411, 0.010872607119381428, 2994.8262965425533",1327.07195175022,1795.324257612411,0.010872607,2994.8262965425533,0.02110141,719.93744,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0018_car_C2_spd_31V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0018_car_C1_spd_31V_mic_1.wav,,0.025104022,2.2296906e-06,,121.00071,,"1388.5213753594167, 1788.1097100326022, 0.014195508323609829, 3036.610704787234",1388.5213753594167,1788.1097100326022,0.014195508,3036.610704787234,0.02451189,1582.2142,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0019_car_C2_spd_31V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0019_car_C1_spd_34V_mic_1.wav,,0.025372943,3.6859512e-07,,123.60696,,"1410.7417672574543, 1823.4167830364731, 0.014823460951447487, 3168.363530585106",1410.7417672574543,1823.4167830364731,0.014823461,3168.363530585106,0.02500778,1338.3475,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0020_car_C2_spd_31V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0020_car_C1_spd_34V_mic_1.wav,,0.026878921,-3.4286181e-06,,138.71547,,"1323.458793851832, 1764.8694937730993, 0.013261767104268074, 2926.944813829787",1323.458793851832,1764.8694937730993,0.013261767,2926.944813829787,0.026616259,1460.9165,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0021_car_C2_spd_31V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0021_car_C1_spd_40V_mic_1.wav,,0.023609495,3.683408e-06,,107.02239,,"1591.6445607133983, 1937.9987912911918, 0.02148362435400486, 3767.2249002659573",1591.6445607133983,1937.9987912911918,0.021483624,3767.2249002659573,0.023239627,871.009,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0022_car_C2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0022_car_C1_spd_31V_mic_1.wav,,0.028895771,-2.5526683e-06,,160.31339,,"1396.7658245411465, 1808.2596682190576, 0.015795720741152763, 3227.2481715425533",1396.7658245411465,1808.2596682190576,0.01579572,3227.2481715425533,0.02850104,1953.9861,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0023_car_C2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0023_car_C2_spd_34V_mic_1.wav,,0.02351692,4.2622883e-06,,106.18475,,"1267.1296572554131, 1700.4520610116058, 0.010818800888955593, 2716.090425531915",1267.1296572554131,1700.4520610116058,0.010818801,2716.090425531915,0.023135992,922.1543,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0024_car_C2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0024_car_C2_spd_34V_mic_1.wav,,0.033051908,2.746582e-07,,209.74629,,"1374.8049889630481, 1750.537827880211, 0.013355875387787819, 2935.339095744681",1374.8049889630481,1750.537827880211,0.013355875,2935.339095744681,0.03248181,3031.7102,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0025_car_C2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0025_car_C2_spd_40V_mic_1.wav,,0.025457613,8.101463e-06,,124.43331,,"1419.8408047455782, 1809.2147623053752, 0.017656706273555756, 3140.0224401595747",1419.8408047455782,1809.2147623053752,0.017656706,3140.0224401595747,0.025030047,1266.1683,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0026_car_C2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0026_car_C2_spd_31V_mic_1.wav,,0.023277184,2.2784868e-06,,104.030815,,"1308.3727578345706, 1787.3875589234967, 0.011066188104450703, 2942.216589095745",1308.3727578345706,1787.3875589234967,0.011066188,2942.216589095745,0.023035303,743.4214,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0027_car_C2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0027_car_C2_spd_31V_mic_1.wav,,0.024890788,1.9111633e-06,,118.953865,,"1358.0492653684196, 1746.5305067658767, 0.01390567235648632, 2981.3206449468084",1358.0492653684196,1746.5305067658767,0.013905672,2981.3206449468084,0.024018405,1724.7516,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0028_car_C2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0028_car_C2_spd_34V_mic_1.wav,,0.026556125,-4.536311e-07,,135.40373,,"1428.1532864178434, 1863.9060310235313, 0.014588581398129463, 3338.617852393617",1428.1532864178434,1863.9060310235313,0.014588581,3338.617852393617,0.02608688,1166.381,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0029_car_C2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0029_car_C2_spd_40V_mic_1.wav,,0.028416831,-3.7148793e-06,,155.04312,,"1530.1408178129495, 1895.3367463923155, 0.01966891437768936, 3517.9313497340427",1530.1408178129495,1895.3367463923155,0.019668914,3517.9313497340427,0.027909802,1627.696,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0030_car_C2_spd_40V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0030_car_C2_spd_31V_mic_1.wav,,0.023497136,9.2808403e-07,,106.006165,,"1425.9255574378353, 1909.948257473758, 0.013083101250231266, 3294.48553856383",1425.9255574378353,1909.948257473758,0.013083101,3294.48553856383,0.023182737,1104.2142,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0031_car_C2_spd_40V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0031_car_C2_spd_31V_mic_1.wav,,0.023170285,1.8825531e-06,,103.0775,,"1416.216681474937, 1845.4079730036456, 0.01343568880110979, 3267.121010638298",1416.216681474937,1845.4079730036456,0.013435689,3267.121010638298,0.022697624,819.5734,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0032_car_C2_spd_40V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0032_car_C1_spd_34V_mic_1.wav,,0.023105016,-6.1543783e-06,,102.497635,,"1344.9849168950896, 1779.6717013366508, 0.01231695618480444, 3004.072473404255",1344.9849168950896,1779.6717013366508,0.012316956,3004.072473404255,0.022644226,962.816,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0033_car_C2_spd_40V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0033_car_C2_spd_40V_mic_1.wav,,0.023617927,5.0851504e-06,,107.098854,,"1453.56998968831, 1855.0169765167632, 0.0166864525526762, 3353.8065159574467",1453.56998968831,1855.0169765167632,0.016686453,3353.8065159574467,0.023093818,752.4333,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0034_car_C2_spd_40V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0034_car_D1_spd_31V_mic_1.wav,,0.033210553,5.613963e-07,,211.76465,,"1268.6909648783553, 1687.3801797118888, 0.009386205114424229, 2819.128158244681",1268.6909648783553,1687.3801797118888,0.009386205,2819.128158244681,0.03203334,1851.4163,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0035_car_D2_spd_31V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0035_car_D1_spd_31V_mic_1.wav,,0.017556434,-1.9529662e-06,,59.179844,,"1512.8215659656948, 1773.8770219039527, 0.016033701598644257, 3336.934840425532",1512.8215659656948,1773.8770219039527,0.016033702,3336.934840425532,0.01731087,651.9009,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0036_car_D2_spd_31V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0036_car_D1_spd_34V_mic_1.wav,,0.016983524,-2.6276907e-06,,55.380493,,"1409.2955941195626, 1764.9257710196475, 0.012245808728039265, 3130.610039893617",1409.2955941195626,1764.9257710196475,0.012245809,3130.610039893617,0.016826032,944.47736,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0037_car_D2_spd_31V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0037_car_D1_spd_40V_mic_1.wav,,0.023867337,-5.3868293e-06,,109.37277,,"1402.9454208029974, 1772.9987445388301, 0.016098059713840485, 3099.9625997340427",1402.9454208029974,1772.9987445388301,0.01609806,3099.9625997340427,0.023475464,989.22284,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0038_car_D2_spd_31V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0038_car_D1_spd_31V_mic_1.wav,,0.024218038,-4.42187e-07,,112.610565,,"1371.1600802294165, 1711.3242233676644, 0.012371218763291836, 3133.269614361702",1371.1600802294165,1711.3242233676644,0.012371219,3133.269614361702,0.023908395,1386.3848,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0039_car_D2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0039_car_D1_spd_34V_mic_1.wav,,0.02271173,-1.7944972e-06,,99.03796,,"1216.323267770824, 1657.8530498850494, 0.008503875695168972, 2718.3759973404253",1216.323267770824,1657.8530498850494,0.008503876,2718.3759973404253,0.022244003,743.10736,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0040_car_D2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0040_car_D1_spd_34V_mic_1.wav,,0.028766735,-7.4386594e-07,,158.88477,,"1171.298627229808, 1686.8392930072287, 0.005196667741984129, 2741.169381648936",1171.298627229808,1686.8392930072287,0.0051966677,2741.169381648936,0.028399032,749.17847,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0041_car_D2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0041_car_D1_spd_40V_mic_1.wav,,0.024122503,1.0172526e-07,,111.72386,,"1346.3531372898374, 1756.2701860914456, 0.011904510669410229, 3150.910073138298",1346.3531372898374,1756.2701860914456,0.011904511,3150.910073138298,0.02387361,1310.2389,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0042_car_D2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0042_car_D2_spd_31V_mic_1.wav,,0.032317914,8.086045e-06,,200.53394,,"1169.8755675002753, 1635.9299299963818, 0.007568365894258022, 2528.569647606383",1169.8755675002753,1635.9299299963818,0.007568366,2528.569647606383,0.0315705,1391.2439,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0043_car_D2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0043_car_D2_spd_34V_mic_1.wav,,0.03273811,-7.6270103e-06,,205.78249,,"1333.3227599540749, 1760.3424919295005, 0.011310369707643986, 2977.933843085106",1333.3227599540749,1760.3424919295005,0.01131037,2977.933843085106,0.03237464,1986.6676,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0044_car_D2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0044_car_D2_spd_34V_mic_1.wav,,0.027493529,-8.1586836e-07,,145.13168,,"1355.753997431514, 1729.0567392520147, 0.014380721375346184, 3047.145113031915",1355.753997431514,1729.0567392520147,0.014380721,3047.145113031915,0.026810357,1694.8894,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0045_car_D2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0045_car_D2_spd_40V_mic_1.wav,,0.022644157,1.323541e-06,,98.44951,,"1336.293602089385, 1743.9750413683892, 0.012644805945456028, 2990.649933510638",1336.293602089385,1743.9750413683892,0.012644806,2990.649933510638,0.022308292,861.4537,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0046_car_D2_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0046_car_D2_spd_31V_mic_1.wav,,0.024558725,-4.5671463e-06,,115.80113,,"1206.9523520964963, 1662.541285206775, 0.007911448366940022, 2531.3331117021276",1206.9523520964963,1662.541285206775,0.007911448,2531.3331117021276,0.024253283,1621.213,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0047_car_D2_spd_40V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0047_car_D2_spd_34V_mic_1.wav,,0.025809756,-2.5240581e-06,,127.89956,,"1273.3380021594578, 1602.8343620134538, 0.0116262286901474, 2618.9951795212764",1273.3380021594578,1602.8343620134538,0.011626229,2618.9951795212764,0.025084551,2442.873,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0048_car_D2_spd_40V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0048_car_D2_spd_34V_mic_1.wav,,0.024308864,-1.8866857e-06,,113.456825,,"1337.8730898459805, 1730.774076601499, 0.012173207476735115, 2934.362533244681",1337.8730898459805,1730.774076601499,0.0121732075,2934.362533244681,0.024010373,1436.1208,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0049_car_D2_spd_40V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0049_car_D2_spd_40V_mic_1.wav,,0.02757172,-6.513596e-07,,145.95833,,"1279.8990978788936, 1706.356294704743, 0.012247731909155846, 2797.5191156914893",1279.8990978788936,1706.356294704743,0.012247732,2797.5191156914893,0.027251307,1312.6028,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0050_car_D2_spd_40V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0050_car_D2_spd_40V_mic_1.wav,,0.025198761,1.4737448e-06,,121.91569,,"1315.3400875013733, 1716.3906929127404, 0.012880079448223114, 2869.2029587765956",1315.3400875013733,1716.3906929127404,0.012880079,2869.2029587765956,0.024194699,1345.1895,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0001_car_B2_spd_31V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0001_car_A1_spd_28V_mic_2.wav,,0.0322898,8.0649056e-07,,200.18521,,"1165.712329316514, 1577.5656125263856, 0.00764969177544117, 2496.072972074468",1165.712329316514,1577.5656125263856,0.007649692,2496.072972074468,0.029878987,2377.175,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0002_car_B2_spd_31V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0002_car_A1_spd_28V_mic_2.wav,,0.032330353,-1.0590553e-06,,200.68837,,"1124.2816778009808, 1582.9435696495825, 0.005507311783730984, 2476.4586103723404",1124.2816778009808,1582.9435696495825,0.005507312,2476.4586103723404,0.03152194,2137.9941,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0003_car_B2_spd_31V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0003_car_A1_spd_28V_mic_2.wav,,0.021402804,3.312429e-07,,87.95136,,"1147.255279799621, 1605.83197818756, 0.006052941083908081, 2554.0641622340427",1147.255279799621,1605.83197818756,0.006052941,2554.0641622340427,0.021027373,709.0434,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0004_car_B2_spd_31V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0004_car_A1_spd_37V_mic_2.wav,,0.036692537,-1.1583965e-06,,258.49774,,"1312.3900587900173, 1634.0091897989469, 0.011777387000620365, 2861.722905585106",1312.3900587900173,1634.0091897989469,0.011777387,2861.722905585106,0.034895476,5556.685,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0005_car_B1_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0005_car_A1_spd_37V_mic_2.wav,,0.023755206,1.0436376e-06,,108.34749,,"1324.2678121832746, 1735.7526133904387, 0.010669751092791557, 3068.2347074468084",1324.2678121832746,1735.7526133904387,0.010669751,3068.2347074468084,0.02337748,774.11304,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0006_car_B1_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0006_car_A1_spd_37V_mic_2.wav,,0.02325935,1.6196569e-06,,103.87146,,"1284.797278029804, 1720.2218479654198, 0.010047895833849907, 2973.154920212766",1284.797278029804,1720.2218479654198,0.010047896,2973.154920212766,0.022971435,981.3998,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0007_car_B1_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0007_car_A1_spd_28V_mic_2.wav,,0.033028986,-5.5093765e-06,,209.45554,,"1173.3114141011415, 1596.2852239994131, 0.007033354602754116, 2547.0204454787236",1173.3114141011415,1596.2852239994131,0.0070333546,2547.0204454787236,0.032246627,2137.649,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0008_car_B1_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0008_car_A1_spd_28V_mic_2.wav,,0.024805155,-2.3376147e-06,,118.136795,,"1114.7352269831201, 1572.740755339342, 0.006343450862914324, 2300.365691489362",1114.7352269831201,1572.740755339342,0.006343451,2300.365691489362,0.024388475,1220.487,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0009_car_B1_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0009_car_A1_spd_28V_mic_2.wav,,0.019386934,1.5064875e-06,,72.16382,,"1644.9388679799013, 1827.7891317504047, 0.020185409113764763, 3680.6017287234044",1644.9388679799013,1827.7891317504047,0.02018541,3680.6017287234044,0.018777369,790.6025,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0010_car_B1_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0010_car_A1_spd_37V_mic_2.wav,,0.033340678,-1.9968352e-06,,213.42737,,"1398.714071959984, 1797.1980877646463, 0.011763319373130798, 3305.3108377659573",1398.714071959984,1797.1980877646463,0.011763319,3305.3108377659573,0.032602776,2611.2996,Filename Matching
ToyCar,../../../datasets/dev/ToyCar/test/section_00_source_test_normal_0011_car_B1_spd_34V_mic_1.wav,../../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0011_car_A1_spd_37V_mic_2.wav,,0.029959328,-6.718636e-07,,172.33176,,"1257.2945966620644, 1714.5357697164932, 0.009686104021966457, 2973.113364361702",1257.2945966620644,1714.5357697164932,0.009686104,2973.113364361702,0.029565385,1442.8953,Filename Matching
