anomaly,normal,similarity,method,class
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0038_car_D1_spd_31V_mic_1.wav,../../datasets/dev/ToyCar/test/section_00_target_test_normal_0015_car_A1_spd_37V_mic_2.wav,0.5080488106048495,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0036_car_D1_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0226_car_B1_spd_40V_mic_1.wav,0.7111648506810062,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0001_car_A1_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0661_car_D1_spd_31V_mic_1.wav,0.7248984065661813,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0049_car_E2_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/test/section_00_source_test_normal_0041_car_D2_spd_34V_mic_1.wav,0.9999983782422613,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0002_car_A1_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0111_car_B2_spd_31V_mic_1.wav,0.738263148527879,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0047_car_D2_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0326_car_B2_spd_40V_mic_1.wav,0.9999955813207569,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0050_car_D2_spd_40V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0467_car_C1_spd_34V_mic_1.wav,0.6904126415139383,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0016_car_B2_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/test/section_00_target_test_normal_0001_car_A1_spd_28V_mic_2.wav,0.9999973034188592,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0035_car_E1_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0192_car_B2_spd_34V_mic_1.wav,0.7217179396294454,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0015_car_B2_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0502_car_C2_spd_34V_mic_1.wav,0.9999983936724578,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0012_car_B2_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0722_car_D1_spd_31V_mic_1.wav,0.6310451054827106,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0031_car_C2_spd_31V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0353_car_C2_spd_31V_mic_1.wav,0.999998437670561,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0040_car_E1_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0485_car_C1_spd_34V_mic_1.wav,0.9999981336516036,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0001_car_B1_spd_31V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0593_car_C1_spd_40V_mic_1.wav,0.7722088581050289,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0002_car_B1_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0716_car_D1_spd_31V_mic_1.wav,0.9999981291548035,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0045_car_D2_spd_40V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0232_car_B1_spd_40V_mic_1.wav,0.9999982362844535,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0025_car_A2_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0235_car_B1_spd_40V_mic_1.wav,0.9999987853349314,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0030_car_E1_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0531_car_C1_spd_34V_mic_1.wav,0.729190283317185,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0003_car_A1_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0075_car_B1_spd_31V_mic_1.wav,0.9999978527338547,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0020_car_A2_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0523_car_C1_spd_34V_mic_1.wav,0.7038531901973394,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0047_car_E2_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0264_car_B1_spd_40V_mic_1.wav,0.9999984196833605,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0038_car_E1_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0051_car_B1_spd_31V_mic_1.wav,0.7847688055029635,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0041_car_E2_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0518_car_C2_spd_34V_mic_1.wav,0.6818497426940139,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0004_car_A1_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0877_car_D1_spd_40V_mic_1.wav,0.6298573680109063,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0019_car_C1_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0068_car_B1_spd_31V_mic_1.wav,0.6954832863139772,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0009_car_B1_spd_40V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0279_car_B1_spd_40V_mic_1.wav,0.557184876925064,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0032_car_E1_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0332_car_C1_spd_31V_mic_1.wav,0.597305937184189,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0010_car_A1_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0882_car_D1_spd_40V_mic_1.wav,0.7492917340866031,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0041_car_D1_spd_40V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0246_car_B2_spd_40V_mic_1.wav,0.7213767072139032,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0039_car_D1_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0161_car_B2_spd_34V_mic_1.wav,0.7505427871186,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0039_car_E1_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0778_car_D1_spd_34V_mic_1.wav,0.9999973259910324,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0043_car_D2_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/test/section_00_source_test_normal_0039_car_D2_spd_34V_mic_1.wav,0.9999988256297874,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0023_car_C2_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0350_car_C1_spd_31V_mic_1.wav,0.99999900576631,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0034_car_E1_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/test/section_00_source_test_normal_0022_car_C2_spd_34V_mic_1.wav,0.9999988410599838,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0037_car_E1_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0317_car_B2_spd_40V_mic_1.wav,0.9999991241820465,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0014_car_A2_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0437_car_C2_spd_31V_mic_1.wav,0.9999982965063061,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0007_car_A1_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/test/section_00_source_test_normal_0044_car_D2_spd_34V_mic_1.wav,0.999998679439697,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0008_car_B1_spd_40V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0704_car_D1_spd_31V_mic_1.wav,0.7096410470418567,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0015_car_A2_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0912_car_D2_spd_40V_mic_1.wav,0.7409599143329776,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0048_car_D2_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0849_car_D2_spd_34V_mic_1.wav,0.6330540583823041,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0011_car_B2_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0284_car_B1_spd_40V_mic_1.wav,0.9999992471827558,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0008_car_A1_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0208_car_B2_spd_34V_mic_1.wav,0.9999985895036946,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0024_car_A2_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0289_car_B1_spd_40V_mic_1.wav,0.7174489593364783,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0032_car_C1_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0563_car_C1_spd_40V_mic_1.wav,0.759963939208868,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0028_car_E1_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/test/section_00_target_test_normal_0002_car_A1_spd_28V_mic_2.wav,0.9999990935861711,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0033_car_E1_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0900_car_D2_spd_40V_mic_1.wav,0.9999978615511098,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0007_car_B1_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0385_car_C1_spd_31V_mic_1.wav,0.7201706218979591,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0022_car_C1_spd_31V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0564_car_C2_spd_40V_mic_1.wav,0.9999991859910051,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0037_car_D1_spd_40V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0192_car_B2_spd_34V_mic_1.wav,0.7368697585743307,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0029_car_E1_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0070_car_B1_spd_31V_mic_1.wav,0.8059056978121665,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0012_car_A1_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0901_car_D2_spd_40V_mic_1.wav,0.6840912359573784,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0044_car_D2_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/test/section_00_source_test_normal_0023_car_C2_spd_34V_mic_1.wav,0.9999993596909315,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0043_car_E2_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0467_car_C1_spd_34V_mic_1.wav,0.7286714841005497,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0013_car_A2_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0027_car_B2_spd_31V_mic_1.wav,0.46991159002704425,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0014_car_B2_spd_31V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0301_car_B1_spd_40V_mic_1.wav,0.9999972738810545,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0025_car_C2_spd_40V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0138_car_B2_spd_34V_mic_1.wav,0.7759907095522217,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0009_car_A1_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0753_car_D2_spd_31V_mic_1.wav,0.9999987967091905,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0027_car_C2_spd_31V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0858_car_D1_spd_34V_mic_1.wav,0.9999984966579979,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0019_car_A2_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0539_car_C1_spd_34V_mic_1.wav,0.9999979004352051,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0028_car_C2_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/test/section_00_source_test_normal_0026_car_C2_spd_34V_mic_1.wav,0.7455357002788747,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0029_car_C2_spd_40V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0021_car_B2_spd_31V_mic_1.wav,0.7367036538804776,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0026_car_C2_spd_31V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0622_car_C1_spd_40V_mic_1.wav,0.9999985987618125,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0018_car_C1_spd_31V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0252_car_B2_spd_40V_mic_1.wav,0.6681453006070992,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0048_car_E2_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0848_car_D2_spd_34V_mic_1.wav,0.9999968194397244,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0011_car_A1_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0888_car_D1_spd_40V_mic_1.wav,0.7527208627813314,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_source_test_anomaly_0024_car_C2_spd_34V_mic_1.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0274_car_B1_spd_40V_mic_1.wav,0.38793343984912504,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0006_car_A1_spd_37V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0023_car_B2_spd_31V_mic_1.wav,0.9999985932069417,SSIM,ToyCar
../../datasets/dev/ToyCar/test/section_00_target_test_anomaly_0026_car_E1_spd_28V_mic_2.wav,../../datasets/dev/ToyCar/train/section_00_source_train_normal_0685_car_D2_spd_31V_mic_1.wav,0.999998119808513,SSIM,ToyCar
../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0037_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0680_noAttribute.wav,0.41138969446648155,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0020_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0324_noAttribute.wav,0.415520497241964,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0014_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0124_noAttribute.wav,0.1976874066452522,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0040_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0672_noAttribute.wav,0.19671612460648066,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0007_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0426_noAttribute.wav,0.2883822284597551,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0043_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0171_noAttribute.wav,0.18982004908432898,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0038_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0600_noAttribute.wav,0.4139826373037326,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0011_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0886_noAttribute.wav,0.5940779773683766,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0048_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0830_noAttribute.wav,0.4561449397663922,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0006_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0776_noAttribute.wav,0.5658834054205049,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0001_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0245_noAttribute.wav,0.16486719433882463,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0033_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0675_noAttribute.wav,0.4903316514955051,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0023_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0332_noAttribute.wav,0.5586152578423009,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0049_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0186_noAttribute.wav,0.194436319304695,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0036_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0876_noAttribute.wav,0.3595884291044596,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0042_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0851_noAttribute.wav,0.3457752063680308,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_source_test_anomaly_0046_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0811_noAttribute.wav,0.37217578212016766,SSIM,gearbox
../../datasets/dev/gearbox/test/section_00_target_test_anomaly_0032_noAttribute.wav,../../datasets/dev/gearbox/train/section_00_source_train_normal_0490_noAttribute.wav,0.29066049789640636,SSIM,gearbox
